English	Gilaki
"Excuse me for talking so much, said the black fish, ""but if you don't think me meddlesome, tell me how they give the fisherman a hard time."	سئه ماىي بۊگؤته: «بخشي کي گب، گب أوره. أگر مره فۊضۊل ندأني، خأىمه بدأنم مالا-ىه چۊتؤ زللأگۊدده؟» 
"Well, answered the lizard, ""they stick together. Whenever the fisherman throws his net, they get inside, pull the net with them, and drag it to the bottom of the sea."""	چۊچار بؤته: «آخه چۊن همه کس کس ٚ أمرأ ايسأده، تا ماىيگير لاکش تاوده، شده لاکش ٚ مئن ؤ اۊن-ه خۊشان ٚ أرأ فأکشده بؤرده درىا تان.»
"The lizard placed her ear on the crack, listened and said, ""I must excuse myself now. My children have awakened."" "	چۊچار خۊ گۊش-ه بنأ سنگ ٚ شکاف ٚ سر، گۊشأدأ بۊگؤته: «من دئه مۊرخصأبم، مي زاکان خاب ٚ جا ويريشتده.» 
The lizard went into the crack in the rock.	چۊچار بۊشؤ سنگ ٚ شکاف ٚ مئن.
The black fish had no choice but to set out again.	سئه ماىي ناچار را دکته.
But all the while there were many questions on the fish's mind.	أمما هأتؤ تترج سؤال نأهأبۊ گه داىم خۊ جا واورسئندۊبۊ
Is it true that the stream flows to the sea? If only the pelican doesn't catch me! Is it true the swordfish enjoys killing and eating its own kind? Why is the heron our enemy?	بيدينم، راس‌راسي سؤنگ فوئه درىا ميئن؟ نۊکۊنه لمبرئک ٚ زۊر مره برسه؟ راستي، أرره‌تۊک‌ماىي-ئه ديل أىه خۊ همنؤعان-ه بۊکۊشه ؤ بۊخۊره؟ آب‌غۊمپيل دئه چيچي دۊشمني أمي أمرأ دأره؟!
The little fish continued swimming and thinking.	کۊجدانه ماىي، سيناب‌دؤبؤ، شؤىي ؤ فيکير گۊدي.
In every stretch of the way the fish saw and learned new things.	هر ألش را مئن، اي چي جديد دئي ؤ ىاد گيتي.
How the fish liked turning somersaults, tumbling down waterfalls, and swimming again.	أسه دئه خۊش دأشتي کي ملق‌زنان ماىي‌مشؤن ٚ جا بکفه بيجير ؤ هأندئه سيناب بۊکۊنه.
The fish felt the warmth of the sun and grew strong.	آفتاب ٚ گرمي-ئه خۊ پۊشت حيس گۊدي ؤ قؤوت گيتي.
At one place a deer was hastily drinking some water.	اي جا ايته آهۊ تۊندتۊندي آب واخۊردي.
"The little fish greeted her: ""Pretty deer, why are you in such a hurry?"""	کۊجدانه ماىي سلام بدأ بۊگؤته: «خۊشگيل ٚ آهۊ، چره عجله دأري؟»
A hunter is following me, replied the deer. I've been hit by a bullet ... right here!	آهۊ بۊگؤته: «شکارچي مره دۊمبالأگۊده، ايته گۊلله أم مره بزئه، أنأ.»
The little fish didn't see the bullet hole, but from the deer's limping gait knew she was telling the truth.	کۊجدانه ماىي گۊلله ماله-أ نيدئه؛ أمما آهؤک ٚ فۊلنگ‌فۊلنگ دؤبستن ٚ جا بفامسته کي راست گئه.
At one place turtles were napping in the sun's warmth. At another place the boisterous noise of partridges twisted through the valley.	اي جا آبلاکؤن آفتاب ٚ گرما جير واچؤرتأشؤبۊد ؤ اي جا دئه زرٚچان ٚ قهقهه دۊل ٚ مئن ديپيچستي.
The fragrance of mountain grass floated through the air and mixed with the water.	کۊهي واشان ٚ عطٚر هوا سر کؤل‌ زئي ؤ آب-ه کشأشؤىي.
In the afternoon the fish reached a spot where the valley widened and the water passed through the center of a grove of trees.	کۊجدانه ماىي ظؤهر ٚ پسي ايته جا-ىه فأرسئه کي دۊل فالأبؤستي ؤ آب ايته ويشه مئن-ه دوار گۊدي.
There was so much water that the little black fish had a really good time.	آب اۊنقدر زيادأبؤبۊ گه سئه ماىي راس‌راسي کئف گۊدي.
Later on the fish came upon a school of fish.	بعد أم کؤللي ماىي-ئه بگنسته.
The little fish had not seen any other fish since leaving home.	خۊ مأر ٚ جا سيوابؤسته پس تا أسه ماىي نيدئه‌بۊ.
Several tiny fish surrounded Little Black Fish and said: You must be a stranger here!	چن ته کيلٚکاماىي أن-ه دؤرأگۊدد ؤ بۊگؤتد: «بخألي غريبي، أهأ؟»
"Yes, responded the black fish, ""I'm a stranger. I've come from far away."""	سئه ماىي بۊگؤته: «أهأ غريبمه، دۊر ٚ شر ٚ جا أمه.»
Where do you want to go? asked the tiny fish.	کيلکأن بۊگؤتد: «کؤىه خأىي بيشي؟»
I'm going to find the end of the stream, replied the black fish.	سئه ماىي بۊگؤته: «شمه سؤنگ ٚ اينتها-ىه پىدا بۊکۊنم.»
Which stream?	کيلکأن بؤتد: «کؤ سؤنگ؟»
This very stream we're swimming in, answered the black fish.	سئه ماىي بۊگؤته: «هأ سؤنگ کي اۊن ٚ مئن سيناب کۊنيمي.»
We call this a river, stated the tiny fish.	کيلکأن بۊگؤتد: «أما أن-ه گيمي رۊخان.»
The black fish didn't say anything.	سئه ماىي هيچي نۊگؤته.
Don't you know that the pelican lives along the way? inquired one of the tiny fish.	ايته کيلکأن بؤته: «هيچ دأني لمبر نيشته را سر؟»
Yes, I know, answered the black fish.	سئه ماىي بۊگؤته: «أهأ دأنمه.»
Do you know what a big wide pouch the pelican has? asked another.	ايته دئه بۊگؤته: «أن أم دأني کي لمبر چۊجۊر فال ٚ فراخ کيسه دأره؟!»
I know that too, replied the black fish.	سئه ماىي بۊگؤته: «أن أم دأنمه.»
In spite of all this, you still want to go? exclaimed the tiny fish.	کيلکا بۊگؤته: «بأزين هأندئه خأىي بيشي؟»
"Yes, said the black fish, ""whatever happens, I must go."""	سئه ماىي بۊگؤته: «آها، هرجۊر بؤبؤسته وا بشم!»
Soon a rumor spread among all the fish that a little black fish had come from far away and wanted to find the end or the river. And the fish wasn't even afraid of the pelican!	دفأتن ماىئن ٚ مئني چؤ دکته کي ايته کۊجدانه سئه ماىي دۊر ٚ شران ٚ جا بأمؤ ىؤ خأىه بشه رۊخان ٚ اينتها-ىه پىدا بۊکۊنه ؤ لمبر ٚ جام هيذره نترسه
Several tiny fish were tempted to go with the black fish but didn't because they were afraid of the grown-ups.	چن ته کيلکأن ٚ کلله-أ دکته کي سئه ماىي أمرأ بشد، ولي پيله‌تران ٚ ترس ٚ جا تامأزئد.
"Others said, ""If there weren't a pelican, we would come with you. We're afraid of the pelican's pouch."""	چن ته أم بۊگؤتد: «أگر لمبر نىسأبي تي أمرأ أمؤمي، أمأ لمبر ٚ کيسه-أ ترسيمي.»
A village was on the edge of the river.	رۊخان ٚ ورجه ايته کؤگا نأهأبۊ.
Village women and girls were washing dishes and clothes in the river.	کؤگا زناکان ؤ کؤرئکان، رۊخان ٚ مئن ظرف ؤ ليواس شؤرديد.
The little fish listened to their chatter for a while and watched the children bathing, then set off.	کۊجدانه ماىي ايپچه اۊشان ٚ دخان‌واخان-ه گۊش بدأ، ايزئک أم زأک ٚ زۊکان ٚ سيناب-ه نيا بۊگۊده، را دکته.
The fish went on and on and on, still farther on, until night fell, then lay down under a rock to sleep.	بۊشؤ، بۊشؤ، بۊشؤ، هأندئه بۊشؤ تا شب دکته. ايته سنگ ٚ جيري بنأ بۊخۊته.
The fish woke in the middle of the night and saw the moon shining into the water and lighting up everything.	نيصف ٚ شب ٚ ره ويريشته بيدئه مانگتاو دکته آب ٚ مئن ؤ همه‌جا-ىه رؤشنأگۊده.
The little black fish liked the moon very much.	کۊجدانه سئه ماىي مانگ-ه خىلي دۊست دأشتي.
On nights when the moon shone into the water, the fish longed to creep out from under the moss and speak with her.	اۊ شباني گه مانگ دکتي آب ٚ مئن، ماىي ديل خأستي کي چچان ٚ جير ٚ جا بيرۊن بأىه چن کلمه اۊن ٚ أمرأ گب بزنه؛ 
But Mother would always wake up, pull the fish under the moss, and make it go to sleep again.	أمما هردفأره أن ٚ مأر ويريشتي أن-ه فأکشئي چچان ٚ جير ؤ اي وار دئه خۊسانئي.
"The little fish looked up at the moon and said, ""Hello, my lovely moon!"""	کۊجدانه ماىي بۊشؤ مانگ ٚ ورجه بۊگؤته: «سلام، مي قشنگ ٚ مانگ!»
Hello, Little Black Fish. What brings you here?	مانگ بۊگؤته: «سلام، کۊجدانه ماىي! تۊ کؤىه أىه کؤىه؟»
I'm traveling around the world, said the fish.	ماىي بۊگؤته: «دۊنىامجي کۊنمه.»
The world is very big, said the moon. You can't travel everywhere.	مانگ بۊگؤته: «دۊنىا خىلي پيلله‌ىه، تۊ همه‌جا-ىه مختن نتأني.»
That's okay, said the fish. I'll go everywhere I can.	ماىي بۊگؤته: «خا، هرجا گه بتأنستم شمه.»
"I'd like to stay with you till morning, said the moon, ""but a big black cloud is coming toward me to block out my light."""	مانگ بۊگؤته: «مي ديل دره تا صؤب تي ور بىسم. ولي ايته پيله سيا أبر أمؤندره مي ور کي مي سۊ جۊلؤ-ىه بيگيره.»
Beautiful moon! I like your light so much. I wish you'd always shine on me.	ماىي بۊگؤته: «قشنگ ٚ مانگ! من تي سۊ-ؤ خىلي خۊش دأرمه، مي ديل خأستي هميشک مره دتاوه.»
My dear fish, the truth is, I don't have any light of my own.	مانگ بۊگؤته: «جان ٚ ماىي! حقيقت أنه گه من مر ٚ ره سۊ ندأرمه.
The sun gives me light and I reflect it to the earth.	خۊرشيد مره نۊر دتاوه، من أم اۊن-ه فتاوانمه زيمين-ه.
Tell me, have you heard that humans want to fly up and land on me in a few years?	راستي تۊ هيچ بشتاوستي گه أدمان خأده تا چن سال دئه پرأگيرد بأىد مي رۊ بينيشيند؟»
That's impossible, exclaimed the fish.	ماىي بۊگؤته: «نشأ.»
"It's a difficult task, said the moon, ""but whatever they want, humans can ..."""	مانگ بۊگؤته: «چيتينه ولي شأ، اينسانان هر کار اۊشان ٚ ديل بخأىه...»
The moon couldn't finish her sentence.	مانگ نتأنسته خۊ گب-ه سر بأره.
The dark cloud approached and covered her face.	سيا أبر فأرسئه أن ٚ ديم-ه دۊپۊشانئه ىؤ
The night became dark again, and the black fish was alone.	شب اي وار دئه تاريکأبؤ ىؤ سئه ماىي تسک ٚ تنأ بمانسته.
The fish looked at the darkness in surprise and amazement for several seconds, then crept under a rock and fell asleep.	چن دئقه، چۊم کلاسأگۊده ؤ ماتأبؤسته، تاريکي-ئه نيا بۊگۊده. بأزۊن بۊشؤ ايته سنگ ٚ جير بۊخۊفته.
The fish woke up early in the morning and saw overhead several tiny fish chattering.	صؤب ٚ سر ويريشته. خۊ سر ٚ جؤر چن ته کيلکا بيدئه کي گۊمه‌گۊمأدۊبۊد.
"When they saw that the black fish was awake, they said in one voice: ""Good morning!"""	تا بيدئد سئه ماىي ويريشته، ايجانا بۊگؤتد: «صؤب بخىر!»
"The black fish recognized them right away and said, ""Good morning! You followed me after all!"""	سئه ماىي دفأتن اۊشان-ه بشناخته بۊگؤته: «صؤب بخىر! آخرپسي مي دۊمبال را دکتيد!»
"Yes, answered one of the tiny fish, ""but we're still afraid."""	ايته کيلکأن بؤته: «أهأ، ولي هله أمي ترس فۊنوؤسته.»
The thought of the pelican just won't go away, said another.	ايته دئه بۊگؤته: «لمبر ٚ فيکر أمه‌-ره ولأنۊکۊنه.»
You worry too much, said the black fish.	سئه ماىي بۊگؤته: «شۊما زيادي فيکير کۊنيدي.
One shouldn't worry all the time.	هميشک کي نبأ فيکير گۊدن.
Let's start out and our fears will vanish completely.	را کي دکفيم، أمي ترس فوئه.»
But as they were about to set out, they felt the water all around them rise up and a lid was placed over them.	أمما تا بخأستد را دکفد، بيدئد کي أشان ٚ دؤر ٚ ديم ٚ آب بۊجؤر بأمؤ ىؤ ايوارکي واخبأبؤد کي ايته سرپۊش أشان ٚ کلله رۊ نأهأىه.
It was dark everywhere and there was no way to escape.	همه جا تاريکأبؤ ىؤ فرار ٚ ره أم راىي نمانسته.
